来源(Source),分类(Namespace),键名(Key),中文(ZH),英文(EN),法语(FR),德语(DE),日语(JA),韩语(KO),备注(Context)
mobile,collection,collection.confirmDelete,确认删除,Confirm Delete,,,,,
mobile,collection,collection.contentLink,内容链接 *,Content Link *,,,,,
mobile,collection,collection.coverUrlOptional,封面URL（可选）,Cover URL (optional),,,,,
mobile,collection,collection.default,默认,Default,,,,,
mobile,collection,collection.delete,删除,Delete,,,,,
mobile,collection,collection.deleteConfirm,"确定要删除""{title}""吗？","Are you sure you want to delete ""{title}""?",,,,,
mobile,collection,collection.deleteWithNoRecover,"确定要删除""{title}""吗？此操作不可恢复。","Are you sure you want to delete ""{title}""? This cannot be undone.",,,,,
mobile,collection,collection.deleted,收藏已删除,Collection deleted,,,,,
mobile,collection,collection.deselectAll,全不选,Deselect All,,,,,
mobile,collection,collection.detail.delete,删除,Delete,,,,,
mobile,collection,collection.detail.edit,编辑,Edit,,,,,
mobile,collection,collection.detail.groups,分组,Groups,,,,,
mobile,collection,collection.detail.note,备注,Note,,,,,
mobile,collection,collection.detail.openLink,打开链接,Open Link,,,,,
mobile,collection,collection.detail.tags,标签,Tags,,,,,
mobile,collection,collection.duplicateWarning,该链接已收藏过：{title},This link has been saved before: {title},,,,,
mobile,collection,collection.ecommerce,电商,E-commerce,,,,,
mobile,collection,collection.enterTitle,输入标题,Enter title,,,,,
mobile,collection,collection.error,错误,Error,,,,,
mobile,collection,collection.filter,筛选,Filter,,,,,
mobile,collection,collection.filterGroupLabel,分组: {name},Group: {name},,,,,
mobile,collection,collection.filterLabel,筛选: {label},Filter: {label},,,,,
mobile,collection,collection.filterTitle,筛选,Filter,,,,,
mobile,collection,collection.goBack,返回,Go Back,,,,,
mobile,collection,collection.gridView,网格视图,Grid View,,,,,
mobile,collection,collection.group,分组,Group,,,,,
mobile,collection,collection.identified,已识别：{name},Detected: {name},,,,,
mobile,collection,collection.loadFailed,加载失败，请返回重试,"Load failed, please go back and retry",,,,,
mobile,collection,collection.loadMore,加载更多...,Load more...,,,,,
mobile,collection,collection.loadMoreText,加载更多...,Load more...,,,,,
mobile,collection,collection.morePlatforms,等{count}个平台,{count} more platforms,,,,,
mobile,collection,collection.moveFailed,移动失败,Failed to move,,,,,
mobile,collection,collection.moveToGroup,移到分组,Move to Group,,,,,
mobile,collection,collection.moveToGroupBtn,移入分组,Move to Group,,,,,
mobile,collection,collection.moveToGroupName,移动收藏到「{name}」,"Move collections to ""{name}""",,,,,
mobile,collection,collection.moveToGroupTitle,移动到分组,Move to Group,,,,,
mobile,collection,collection.movedToGroup,已移动到「{name}」,"Moved to ""{name}""",,,,,
mobile,collection,collection.myCollections,我的收藏,My Collections,,,,,
mobile,collection,collection.noCollections,暂无收藏,No collections yet,,,,,
mobile,collection,collection.noCollectionsHint,点击右下角添加,Tap the button below to add,,,,,
mobile,collection,collection.noItemsToAdd,没有可添加的收藏,No items to add,,,,,
mobile,collection,collection.noItemsToAddHint,没有可添加的收藏,No items to add,,,,,
mobile,collection,collection.noTitle,无标题,No title,,,,,
mobile,collection,collection.notExist,收藏不存在,Collection does not exist,,,,,
mobile,collection,collection.originalLink,原链接,Original Link,,,,,
mobile,collection,collection.parseFailed,链接解析失败,Couldn't recognize this link,,,,,
mobile,collection,collection.parseResultEmpty,解析结果为空,Nothing found to parse,,,,,
mobile,collection,collection.parsing,解析中...,Parsing...,,,,,
mobile,collection,collection.pasteLinkPlaceholder,粘贴链接或APP分享文本,Paste link or app share text,,,,,
mobile,collection,collection.platformMultiSelect,平台（多选）,Platform (Multi-select),,,,,
mobile,collection,collection.pleaseFillLinkTitle,请填写链接和标题,Please fill in the link and title,,,,,
mobile,collection,collection.removeFromGroup,移出分组,Remove from Group,,,,,
mobile,collection,collection.removeFromGroupConfirm,"确定将选中的 {count} 个收藏从该分组移除吗？将移至""我的收藏""。","Are you sure you want to remove {count} selected collections from this group? They will be moved to ""My Collections"".",,,,,
mobile,collection,collection.removeFromTagConfirm,确定将选中的 {count} 个收藏从该标签移除吗？,Are you sure you want to remove {count} selected collections from this tag?,,,,,
mobile,collection,collection.removeTag,移除标签,Remove Tag,,,,,
mobile,collection,collection.reset,重置,Reset,,,,,
mobile,collection,collection.resetFilter,重置,Reset,,,,,
mobile,collection,collection.saveCollection,保存收藏,Save Collection,,,,,
mobile,collection,collection.searchPlaceholder,搜索标题、备注、标签...,"Search title, notes, tags...",,,,,
mobile,collection,collection.selectAll,全选,Select All,,,,,
mobile,collection,collection.selectAllItems,全选,Select All,,,,,
mobile,collection,collection.selectSourceGroup,请选择来源分组,Please select a source group,,,,,
mobile,collection,collection.selectSourceGroupHint,请选择来源分组,Please select a source group,,,,,
mobile,collection,collection.selectTagsToAdd,选择要添加的标签,Choose tags to add,,,,,
mobile,collection,collection.selectTargetGroup,选择目标分组,Select a group,,,,,
mobile,collection,collection.selected,已选 {count},{count} selected,,,,,
mobile,collection,collection.selectedCount,已选 {count},{count} selected,,,,,
mobile,collection,collection.selectedItemsCount,已选 {count} 项,{count} selected,,,,,
mobile,collection,collection.selectedItemsTarget,已选 {count} 个收藏 → 选择{target},{count} selected → Select {target},,,,,
mobile,collection,collection.sourceGroup,选择来源分组：,Select source group:,,,,,
mobile,collection,collection.supportedPlatforms,支持的平台,Supported Platforms,,,,,
mobile,collection,collection.table.actions,操作,Actions,,,,,
mobile,collection,collection.table.groups,分组,Groups,,,,,
mobile,collection,collection.table.platform,平台,Platform,,,,,
mobile,collection,collection.table.tags,标签,Tags,,,,,
mobile,collection,collection.table.title,标题,Title,,,,,
mobile,collection,collection.tableView,表格视图,Table View,,,,,
mobile,collection,collection.tag,标签,Tag,,,,,
mobile,collection,collection.titleDuplicateWarning,已存在同名收藏：{title}（仍可保存）,A collection with this name already exists: {title} (can still save),,,,,
mobile,collection,collection.titleStar,标题 *,Title *,,,,,
mobile,collection,collection.viewAll,查看全部 ({count}),View All ({count}),,,,,
mobile,common,common.cancel,取消,Cancel,,,,,
mobile,common,common.checkNetwork,请检查网络设置,Please check your network settings,,,,,
mobile,common,common.close,关闭,Close,,,,,
mobile,common,common.collapse,收起,Collapse,,,,,
mobile,common,common.collapseAll,全部折叠,Collapse All,,,,,
mobile,common,common.confirm,确认,Confirm,,,,,
mobile,common,common.createSuccess,创建成功,Created successfully,,,,,
mobile,common,common.delete,删除,Delete,,,,,
mobile,common,common.deleteSuccess,删除成功,Deleted successfully,,,,,
mobile,common,common.edit,编辑,Edit,,,,,
mobile,common,common.error,错误,Error,,,,,
mobile,common,common.errorOccurred,应用出错了,App Error,,,,,
mobile,common,common.expandAll,全部展开,Expand All,,,,,
mobile,common,common.hint,提示,Hint,,,,,
mobile,common,common.loadMore,加载更多...,Load more...,,,,,
mobile,common,common.loading,加载中...,Loading...,,,,,
mobile,common,common.networkError,网络连接失败,Network Error,,,,,
mobile,common,common.noAccess,无权访问,Access Denied,,,,,
mobile,common,common.operationFailed,操作失败,Operation failed,,,,,
mobile,common,common.rateLimited,请求过于频繁，请稍后再试,Too many requests. Please try again later.,,,,,
mobile,common,common.requestTimeout,请求超时,Request Timeout,,,,,
mobile,common,common.retry,重试,Retry,,,,,
mobile,common,common.save,保存,Save,,,,,
mobile,common,common.search,搜索,Search,,,,,
mobile,common,common.serverBusy,服务器繁忙,Server Busy,,,,,
mobile,common,common.success,成功,Success,,,,,
mobile,common,common.tryLater,请稍后再试,Please try again later,,,,,
mobile,common,common.undo,撤销,Undo,,,,,
mobile,common,common.unknownError,发生了未知错误,An unknown error occurred,,,,,
mobile,common,common.updateSuccess,更新成功,Updated successfully,,,,,
mobile,common,common.viewAll,查看全部,View All,,,,,
mobile,cover,cover.modeAi,AI 封面,AI Covers,,,,,
mobile,cover,cover.modeLibrary,我的封面,My Covers,,,,,
mobile,edit,edit.addNote,添加备注...,Add a note...,,,,,
mobile,edit,edit.aiComingSoon,智能封面功能即将上线,Smart cover feature coming soon,,,,,
mobile,edit,edit.coverAiTab,AI封面,Smart,,,,,
mobile,edit,edit.coverGradientTab,渐变色,Gradient,,,,,
mobile,edit,edit.coverImageLink,封面图片链接,Cover Image Link,,,,,
mobile,edit,edit.coverImageUrl,输入封面图片URL,Enter cover image URL,,,,,
mobile,edit,edit.coverLibraryTab,我的,My Covers,,,,,
mobile,edit,edit.coverSizeLimit,图片大小不能超过 5MB,Image size cannot exceed 5MB,,,,,
mobile,edit,edit.coverUploadHint,建议 2MB 以内，服务端将压缩至 80KB 以下,"Recommended under 2MB, will be compressed to under 80KB",,,,,
mobile,edit,edit.coverUploadTab,上传,Upload,,,,,
mobile,edit,edit.coverUrlTab,链接,URL,,,,,
mobile,edit,edit.enterTitle,请输入标题,Please enter a title,,,,,
mobile,edit,edit.enterVideoTitle,输入视频标题,Enter video title,,,,,
mobile,edit,edit.groupField,所属分组 *,Group *,,,,,
mobile,edit,edit.groupRequired,所属分组 *,Group *,,,,,
mobile,edit,edit.noCoversInLibrary,暂无封面,No covers yet,,,,,
mobile,edit,edit.note,备注（最多100字）,Note (max 100 chars),,,,,
mobile,edit,edit.originalLink,原链接,Original Link,,,,,
mobile,edit,edit.platform,平台,Platform,,,,,
mobile,edit,edit.pleaseSelectGroup,请选择一个分组,Please select a group,,,,,
mobile,edit,edit.preview,预览,Preview,,,,,
mobile,edit,edit.randomCover,随机,,,,,,
mobile,edit,edit.refreshCover,刷新封面,Refresh Cover,,,,,
mobile,edit,edit.refreshCoverFailed,刷新封面失败,Failed to refresh cover,,,,,
mobile,edit,edit.refreshCoverSuccess,封面已刷新,Cover refreshed,,,,,
mobile,edit,edit.refreshingCover,正在刷新...,Refreshing...,,,,,
mobile,edit,edit.saveChanges,保存修改,Save Changes,,,,,
mobile,edit,edit.saveSuccess,收藏已更新,Collection updated,,,,,
mobile,edit,edit.syncCover,同步封面,Sync Cover,,,,,
mobile,edit,edit.syncCoverFailed,同步封面失败,Failed to sync cover,,,,,
mobile,edit,edit.syncCoverSame,封面与源相同，无需同步,Already same as source,,,,,
mobile,edit,edit.syncCoverSuccess,封面已同步,Cover synced,,,,,
mobile,edit,edit.syncingCover,正在同步...,Syncing...,,,,,
mobile,edit,edit.systemCoverTab,系统,System,,,,,
mobile,edit,edit.tags,标签,Tags,,,,,
mobile,edit,edit.tapToSelectGradient,点击选择此渐变色,Tap to select this gradient,,,,,
mobile,edit,edit.tapToUpload,点击上传,Tap to upload,,,,,
mobile,edit,edit.title,编辑收藏,Edit Collection,,,,,
mobile,edit,edit.titleField,标题 *,Title *,,,,,
mobile,edit,edit.updateFailed,更新失败,Failed to update,,,,,
mobile,edit,edit.uploadFailed,上传失败,Upload failed,,,,,
mobile,edit,edit.uploadToSeeHere,上传封面后将显示在这里,Uploaded covers will appear here,,,,,
mobile,error,error.accountGoogleNoPassword,该账户通过 Google 登录，请使用 Google 登录后设置密码,This account uses Google login. Please log in with Google and set a password afterwards,,,,,
mobile,error,error.accountNotFound,该账号未注册，请先注册,"Account not found, please register first",,,,,
mobile,error,error.accountNotSetPassword,该账号未设置密码,Password not set for this account,,,,,
mobile,error,error.emailAlreadyRegistered,该邮箱已被注册,This email is already registered,,,,,
mobile,error,error.emailSendFailed,验证码邮件发送失败，请稍后重试,"Failed to send verification email, please try again later",,,,,
mobile,error,error.googleEmailCannotChange,Google 登录用户的邮箱不可修改,Google login users cannot change their email,,,,,
mobile,error,error.invalidEmailFormat,请输入有效的邮箱地址,Please enter a valid email address,,,,,
mobile,error,error.invalidGoogleToken,Google 令牌无效,Invalid Google token,,,,,
mobile,error,error.invalidPasswordFormat,密码至少8位，且包含英文大小写和数字,"Password must be at least 8 characters with uppercase, lowercase, and numbers",,,,,
mobile,error,error.passwordIncorrect,密码错误,Incorrect password,,,,,
mobile,error,error.passwordMismatch,两次密码不一致,Passwords do not match,,,,,
mobile,error,error.quotaExceeded,资源配额已超出限制，请升级账户或删除部分数据,Resource quota exceeded. Please upgrade your account or delete some data,,,,,
mobile,error,error.server,服务器错误，请稍后重试,"Server error, please try again later",,,,,
mobile,error,error.tokenExpired,登录已过期，请重新登录,"Session expired, please login again",,,,,
mobile,error,error.tokenInvalid,登录已过期，请重新登录,"Session expired, please login again",,,,,
mobile,error,error.unauthorized,未授权，请重新登录,"Unauthorized, please login again",,,,,
mobile,error,error.unknown,发生了未知错误,An unknown error occurred,,,,,
mobile,error,error.userNotFound,用户不存在,User not found,,,,,
mobile,error,error.usernameAlreadyExists,用户名已被使用,Username already taken,,,,,
mobile,error,error.usernameContainsBannedWords,用户名包含违禁词,Username contains prohibited words,,,,,
mobile,error,error.usernameInvalidFormat,用户名2-20位字母、数字、下划线或中文,"Username must be 2-20 characters (letters, numbers, underscores or Chinese)",,,,,
mobile,error,error.verificationAttemptsExceeded,验证码错误次数过多，请重新获取,"Too many failed attempts, please get a new code",,,,,
mobile,error,error.verificationExpired,验证码已过期，请重新获取,"Verification code expired, please get a new one",,,,,
mobile,error,error.verificationInvalid,验证码错误,Invalid verification code,,,,,
mobile,error,error.verificationSendTooFrequent,发送太频繁，请60秒后重试,"Sent too frequently, please retry after 60 seconds",,,,,
mobile,group,group.collectionCount,{count} 个收藏,{count} collections,,,,,
mobile,group,group.continueCreate,继续创建,Continue,,,,,
mobile,group,group.createFailed,创建失败,Failed to create,,,,,
mobile,group,group.createFailedShort,创建失败,Failed to create,,,,,
mobile,group,group.defaultGroupNoDelete,默认分组不可删除,Default group cannot be deleted,,,,,
mobile,group,group.defaultName,我的收藏,My Collections,,,,,
mobile,group,group.deleteConfirm,"删除分组""{name}""？其中的收藏将转移到默认分组。","Delete group ""{name}""? Bookmarks in this group will be moved to the default group.",,,,,
mobile,group,group.deleteConfirmWithChildren,"删除分组""{name}""？其中的收藏将转移到默认分组，子分组将提升到父级。","Delete group ""{name}""? Bookmarks will be moved to the default group, and subgroups will be promoted to parent level.",,,,,
mobile,group,group.deleteFailed,删除分组失败,Failed to delete group,,,,,
mobile,group,group.deleteSuccessWithChildren,删除成功，{count} 个子分组已提升到父级。,"Deleted successfully, {count} subgroups moved to parent level.",,,,,
mobile,group,group.description,描述（可选）,Description (optional),,,,,
mobile,group,group.directCount,{count} 个直接,{count} direct,,,,,
mobile,group,group.editGroup,编辑分组,Edit Group,,,,,
mobile,group,group.fetchFailed,获取分组失败,Failed to fetch groups,,,,,
mobile,group,group.groupName,分组名称,Group Name,,,,,
mobile,group,group.groupNotFound,分组不存在,Group not found,,,,,
mobile,group,group.loading,加载中...,Loading...,,,,,
mobile,group,group.management,分组管理,Group Management,,,,,
mobile,group,group.nameExists,"分组""{name}""已存在，是否继续创建？（将自动重命名）","Group ""{name}"" already exists. Continue creating? (Will be auto-renamed)",,,,,
mobile,group,group.nameExistsAuto,"分组名""{originalName}""已存在，已自动重命名为""{newName}""","Group name ""{originalName}"" already exists, auto-renamed to ""{newName}""",,,,,
mobile,group,group.nameExistsShort,分组名已存在,Group name already exists,,,,,
mobile,group,group.nameLength,分组名1-30字符,Group name must be 1-30 characters,,,,,
mobile,group,group.nameRequired,请输入分组名称,Please enter a group name,,,,,
mobile,group,group.newGroup,新建分组,New Group,,,,,
mobile,group,group.newSubGroup,新建子分组,New Subgroup,,,,,
mobile,group,group.noCollectionsInGroup,暂无收藏,No collections yet,,,,,
mobile,group,group.noGroups,暂无分组,No groups yet,,,,,
mobile,group,group.noGroupsHint,点击右下角创建分组,Tap the button below to create,,,,,
mobile,group,group.save,保存,Save,,,,,
mobile,group,group.subGroupOf,隶属于,Subgroup of,,,,,
mobile,group,group.updateFailed,更新失败,Failed to update,,,,,
mobile,group,group.viewInCollections,在收藏页查看,View in Collections,,,,,
mobile,login,login.accountPlaceholder,邮箱,Email,,,,,
mobile,login,login.codeHint,验证码将直接显示在弹窗中（当前无短信服务）,Code will pop up (SMS not available),,,,,
mobile,login,login.codeSent,验证码已发送,Verification code sent,,,,,
mobile,login,login.confirmNewPassword,确认新密码,Confirm New Password,,,,,
mobile,login,login.confirmPassword,确认密码,Confirm Password,,,,,
mobile,login,login.emailLogin,邮箱登录,Sign in with Email,,,,,
mobile,login,login.emailRegister,邮箱注册,Email Register,,,,,
mobile,login,login.enterAccountAndPassword,请输入邮箱和密码,Please enter email and password,,,,,
mobile,login,login.enterCode,请输入验证码,Enter verification code,,,,,
mobile,login,login.enterEmail,请输入邮箱,Enter email,,,,,
mobile,login,login.enterEmailAndPassword,请输入邮箱和密码,Please enter email and password,,,,,
mobile,login,login.enterPassword,请输入密码,Enter password,,,,,
mobile,login,login.fillAllFields,请填写所有字段,Please fill in all fields,,,,,
mobile,login,login.forgotPassword,忘记密码？,Forgot Password?,,,,,
mobile,login,login.forgotPasswordHint,请输入验证码设置新密码,Enter the verification code to set a new password,,,,,
mobile,login,login.getCode,获取验证码,Get Code,,,,,
mobile,login,login.googleLoginFailed,Google 登录失败，请重试,"Google login failed, please try again",,,,,
mobile,login,login.googleSetPasswordPrompt,检测到您通过 Google 登录，建议设置独立密码，以便日后使用邮箱+密码直接登录,You logged in via Google. Setting a separate password lets you log in with email + password directly.,,,,,
mobile,login,login.googleSetPasswordWarning,为了账户安全，建议不要与您的 Google 账户密码一致,"For security, we recommend using a different password from your Google account.",,,,,
mobile,login,login.hasAccount,已有账号？去登录,Already have an account? Login,,,,,
mobile,login,login.invalidAccountFormat,请输入有效的邮箱地址,Please enter a valid email address,,,,,
mobile,login,login.invalidEmailFormat,请输入有效的邮箱地址,Please enter a valid email address,,,,,
mobile,login,login.login,登录,Login,,,,,
mobile,login,login.loginFailed,登录失败,Login failed,,,,,
mobile,login,login.loginRegister,登录 / 注册,Sign In / Sign Up,,,,,
mobile,login,login.newPassword,新密码,New Password,,,,,
mobile,login,login.noAccount,没有账号？去注册,Don't have an account? Register,,,,,
mobile,login,login.otherLoginMethods,其他登录方式,More ways to sign in,,,,,
mobile,login,login.password,密码,Password,,,,,
mobile,login,login.passwordMinLength,密码至少8位，且包含英文大小写和数字,"Password must be at least 8 characters with uppercase, lowercase, and numbers",,,,,
mobile,login,login.passwordMismatch,两次密码不一致,Passwords do not match,,,,,
mobile,login,login.privacyLink,《隐私政策》,Privacy Policy,,,,,
mobile,login,login.register,注册,Register,,,,,
mobile,login,login.resetPassword,重置密码,Reset Password,,,,,
mobile,login,login.sendCodeFailed,发送验证码失败,Failed to send verification code,,,,,
mobile,login,login.termsAnd,和,and,,,,,
mobile,login,login.termsLink,《服务条款》,Terms of Service,,,,,
mobile,login,login.termsNotice,登录即表示同意《服务条款》和《隐私政策》,"By logging in, you agree to the Terms of Service and Privacy Policy",,,,,
mobile,login,login.termsPrefix,登录即表示同意,"By logging in, you agree to the",,,,,
mobile,login,login.termsSuffix,,,,,,,
mobile,login,login.yourCodeIs,您的验证码是：{code}<br>（当前无短信服务，验证码直接显示）,"Your code: {code}<br>(SMS not configured, code shown here)",,,,,
mobile,nav,nav.addCollection,添加收藏,Add Bookmark,,,,,
mobile,nav,nav.collectionDetail,收藏详情,Collection Detail,,,,,
mobile,nav,nav.collections,收藏,Collections,,,,,
mobile,nav,nav.groups,分组,Groups,,,,,
mobile,nav,nav.lists,分组,Groups,,,,,
mobile,nav,nav.profile,我的,Me,,,,,
mobile,nav,nav.settings,设置,Settings,,,,,
mobile,nav,nav.shareDetail,分享详情,Share Detail,,,,,
mobile,nav,nav.shares,分享,Shares,,,,,
mobile,nav,nav.tags,标签,Tags,,,,,
mobile,platform,platform.distribution,平台分布,Platform Distribution,,,,,
mobile,platform,platform.ecommerce,电商,E-commerce,,,,,
mobile,platform,platform.loading,加载中...,Loading...,,,,,
mobile,platform,platform.noData,暂无收藏数据,No collection data yet,,,,,
mobile,platform,platform.supported,支持的平台,Supported Platforms,,,,,
mobile,privacy,privacy.title,隐私政策,Privacy Policy,,,,,
mobile,profile,profile.accountSettings,账号设置,Account Settings,,,,,
mobile,profile,profile.checkUpdate,检查更新,Check for Update,,,,,
mobile,profile,profile.collections,收藏,Collections,,,,,
mobile,profile,profile.dark,深色,Dark,,,,,
mobile,profile,profile.darkMode,深色模式,Dark Mode,,,,,
mobile,profile,profile.dataManagement,数据管理,Data Management,,,,,
mobile,profile,profile.downloadApk,下载更新,Download Update,,,,,
mobile,profile,profile.feedback,意见反馈,Feedback,,,,,
mobile,profile,profile.feedbackDev,如无法打开邮件客户端，请手动发送反馈至 support@linkchest.net,"If email client fails to open, please send feedback to support@linkchest.net manually",,,,,
mobile,profile,profile.followSystem,跟随系统,Follow System,,,,,
mobile,profile,profile.groups,分组,Groups,,,,,
mobile,profile,profile.language,语言,Language,,,,,
mobile,profile,profile.languageEn,English,English,,,,,
mobile,profile,profile.languageZh,中文,中文,,,,,
mobile,profile,profile.light,浅色,Light,,,,,
mobile,profile,profile.lightMode,浅色模式,Light Mode,,,,,
mobile,profile,profile.logout,退出登录,Log Out,,,,,
mobile,profile,profile.logoutBtn,退出,Log Out,,,,,
mobile,profile,profile.logoutConfirm,确定要退出登录吗？,Are you sure you want to log out?,,,,,
mobile,profile,profile.openDownloadFailed,无法打开下载页面，请访问 https://linkchest.net/download?lang=zh,Cannot open the download page. Please visit https://linkchest.net/download?lang=en,,,,,
mobile,profile,profile.openStoreFailed,无法打开应用商店，请手动前往 Google Play 搜索 LinkChest,Cannot open the store. Please manually search for LinkChest on Google Play.,,,,,
mobile,profile,profile.other,其他,Other,,,,,
mobile,profile,profile.platformStats,平台统计,Platform Stats,,,,,
mobile,profile,profile.shareViews,分享浏览,Share Views,,,,,
mobile,profile,profile.shares,分享,Shares,,,,,
mobile,profile,profile.tagManagement,标签管理,Tag Management,,,,,
mobile,profile,profile.tags,标签,Tags,,,,,
mobile,profile,profile.updateDesc,请选择更新方式,Please choose an update method,,,,,
mobile,profile,profile.user,用户,User,,,,,
mobile,settings,settings.collapse,收起,Collapse,,,,,
mobile,settings,settings.ecommerce,电商,E-commerce,,,,,
mobile,settings,settings.viewAll,查看全部,View All,,,,,
mobile,share,share.author,作者,Author,,,,,
mobile,share,share.clipboardDetected,检测到分享链接,Share Link Detected,,,,,
mobile,share,share.clipboardDetectedDesc,剪贴板中包含 LinkChest 分享，是否立即查看？,A LinkChest share link was found in your clipboard. Would you like to open it?,,,,,
mobile,share,share.collectionDeleted,合集已删除,Collection deleted,,,,,
mobile,share,share.copy,复制,Copy,,,,,
mobile,share,share.copyFailed,复制失败,Copy failed,,,,,
mobile,share,share.copyPassword,复制,Copy,,,,,
mobile,share,share.create.1hour,1小时,1 Hour,,,,,
mobile,share,share.create.24hours,24小时,24 Hours,,,,,
mobile,share,share.create.7days,7天,7 Days,,,,,
mobile,share,share.create.accessPassword,访问密码（可选）,Password protection (optional),,,,,
mobile,share,share.create.accessPasswordLabel,访问密码,Access Password,,,,,
mobile,share,share.create.advancedSettings,高级设置,Advanced Settings,,,,,
mobile,share,share.create.allCollections,全部收藏,All Collections,,,,,
mobile,share,share.create.collection,收藏,Collection,,,,,
mobile,share,share.create.collectionShare,{count}个收藏分享,{count} Collections Share,,,,,
mobile,share,share.create.copyLink,复制链接,Copy Link,,,,,
mobile,share,share.create.createFailed,创建失败,Failed to create,,,,,
mobile,share,share.create.done,完成,Done,,,,,
mobile,share,share.create.forever,永久,Forever,,,,,
mobile,share,share.create.generateLink,生成分享链接,Generate Share Link,,,,,
mobile,share,share.create.group,分组,Group,,,,,
mobile,share,share.create.groupShare,分组分享,Group Share,,,,,
mobile,share,share.create.groupsShare,{count}个分组分享,{count} Groups Share,,,,,
mobile,share,share.create.linkGenerated,分享链接已生成,Share link generated,,,,,
mobile,share,share.create.multiSelectCollections,多选收藏,Multi-select Collections,,,,,
mobile,share,share.create.multiSelectGroups,多选分组,Multi-select Groups,,,,,
mobile,share,share.create.multiSelectTags,多选标签,Multi-select Tags,,,,,
mobile,share,share.create.noCollections,暂无收藏,No collections yet,,,,,
mobile,share,share.create.noMatchCollections,未找到匹配的收藏,No matching collections found,,,,,
mobile,share,share.create.passwordPlaceholder,4-20位密码,4-20 character password,,,,,
mobile,share,share.create.passwordSet,已设置访问密码,Access password set,,,,,
mobile,share,share.create.pleaseSelectCollection,请至少选择一个收藏,Please select at least one collection,,,,,
mobile,share,share.create.pleaseSelectGroup,请至少选择一个分组,Please select at least one group,,,,,
mobile,share,share.create.pleaseSelectTag,请至少选择一个标签,Please select at least one tag,,,,,
mobile,share,share.create.remark,备注说明（可选）,Note (optional),,,,,
mobile,share,share.create.remarkPlaceholder,给分享添加备注...,Add a note to this share...,,,,,
mobile,share,share.create.searchCollections,搜索收藏...,Search collections...,,,,,
mobile,share,share.create.selectCollections,选择收藏,Select Collections,,,,,
mobile,share,share.create.selectGroups,选择分组,Select Groups,,,,,
mobile,share,share.create.selectRange,选择分享范围,Select Share Range,,,,,
mobile,share,share.create.selectTags,选择标签,Select Tags,,,,,
mobile,share,share.create.selectedCount,已选 {count} 个,{count} selected,,,,,
mobile,share,share.create.shareAll,分享所有,Share All,,,,,
mobile,share,share.create.shareName,分享名称,Share Name,,,,,
mobile,share,share.create.shareNamePlaceholder,给分享取个名字（可选）,Give your share a name (optional),,,,,
mobile,share,share.create.tag,标签,Tag,,,,,
mobile,share,share.create.tagShare,标签分享,Tag Share,,,,,
mobile,share,share.create.tagsShare,{count}个标签分享,{count} Tags Share,,,,,
mobile,share,share.create.title,创建分享,Create Share,,,,,
mobile,share,share.create.validity,有效期,Expires,,,,,
mobile,share,share.create.validityPeriod,有效期：{period},Validity: {period},,,,,
mobile,share,share.create.viewPasswordAnytime,您可随时在分享管理中查看密码,You can view this password anytime in Share Management,,,,,
mobile,share,share.createFirstHint,点击右下角创建分享,Tap the button below to create a share,,,,,
mobile,share,share.createShare,创建分享,Create Share,,,,,
mobile,share,share.deleteCollectionConfirm,"删除合集""{name}""及其中的所有收藏？此操作不可撤销。","Delete collection ""{name}"" and all its collections? This cannot be undone.",,,,,
mobile,share,share.deleteShareConfirm,"删除后分享链接将失效，确定要删除""{title}""吗？","The share link will be invalid after deletion. Are you sure you want to delete ""{title}""?",,,,,
mobile,share,share.disable,停用,Disable,,,,,
mobile,share,share.disabled,已停用,Disabled,,,,,
mobile,share,share.enable,启用,Enable,,,,,
mobile,share,share.enterShareCode,粘贴 LinkChest 分享链接，即可查看内容,Paste a LinkChest share link to view content,,,,,
mobile,share,share.fromShare,来自分享,From Share,,,,,
mobile,share,share.fromShareLabel,来自分享,From Share,,,,,
mobile,share,share.iCreated,我创建的,My Shares,,,,,
mobile,share,share.iReceived,获取的分享,Received Shares,,,,,
mobile,share,share.importShare,一键导入,Import,,,,,
mobile,share,share.itemCount,{count} 个收藏,{count} collections,,,,,
mobile,share,share.linkCopied,分享链接已生成,Share link generated,,,,,
mobile,share,share.management.deleteFailed,删除失败,Failed to delete,,,,,
mobile,share,share.management.passwordAccess,密码：{password},Password: {password},,,,,
mobile,share,share.management.shareLinkDeleted,分享链接已删除,Share link deleted,,,,,
mobile,share,share.noReceived,暂无获取的分享,No received shares,,,,,
mobile,share,share.noShares,暂无分享链接,No share links yet,,,,,
mobile,share,share.openBtn,打开,Open,,,,,
mobile,share,share.openShare,打开分享,Open Share,,,,,
mobile,share,share.openShareLink,打开分享链接,Open Share Link,,,,,
mobile,share,share.password,密码：{password},Password: {password},,,,,
mobile,share,share.passwordCopied,密码已复制,Password copied,,,,,
mobile,share,share.pasteShareLink,粘贴分享链接,Paste share link,,,,,
mobile,share,share.pleaseInputLink,请输入链接,Please enter a link,,,,,
mobile,share,share.receivedFromOthers,从其他用户的分享中保存,Saved from other users' shares,,,,,
mobile,share,share.selfShareHint,这是您自己创建的分享，无需在此打开,"This is your own share, no need to open it here",,,,,
mobile,share,share.shareLinkDeleted,分享链接已删除,Share link deleted,,,,,
mobile,share,share.shareLinks,分享链接,Share Links,,,,,
